Type,Name,Component,Amount
Drone,MK7 Praetor,Pyerite,53505
Drone,MK7 Praetor,Mexallon,15693
Drone,MK7 Praetor,Isogen,3102
Drone,MK7 Praetor,Nocxium,745
Drone,MK7 Praetor,Zydrine,325
Drone,MK7 Praetor,Sheen Compound,5575
Drone,MK7 Praetor,Condensed Alloy,4681
Drone,MK7 Praetor,Opulent Compound,6128
Drone,MK7 Praetor,Crystal Compound,5396
Drone,MK7 Praetor,Reactive Metals,1468
Drone,MK9 Praetor,MK9 Praetor Blueprint,1
Drone,MK9 Praetor,Tritanium,314095
Drone,MK9 Praetor,Pyerite,75374
Drone,MK9 Praetor,Mexallon,26169
Drone,MK9 Praetor,Isogen,4744
Drone,MK9 Praetor,Nocxium,1290
Drone,MK9 Praetor,Zydrine,557
Drone,MK9 Praetor,Megacyte,192
Drone,MK9 Praetor,Sheen Compound,9709
Drone,MK9 Praetor,Condensed Alloy,10097
Drone,MK9 Praetor,Opulent Compound,7238
Drone,MK9 Praetor,Crystal Compound,9084
Drone,MK9 Praetor,Reactive Metals,1833
Drone,MK7 Wasp,MK7 Wasp Blueprint,1
Drone,MK7 Wasp,Tritanium,228799
Drone,MK7 Wasp,Pyerite,41233
Drone,MK7 Wasp,Mexallon,18295
Drone,MK7 Wasp,Isogen,3191
Drone,MK7 Wasp,Nocxium,840
Drone,MK7 Wasp,Zydrine,249
Drone,MK7 Wasp,Precious Alloy,4846
Drone,MK7 Wasp,Lucent Compound,4664
Drone,MK7 Wasp,Glossy Compound,4382
Drone,MK7 Wasp,Dark Compound,6379
Drone,MK7 Wasp,Toxic Metals,1365
Drone,MK9 Wasp,MK9 Wasp Blueprint,1
Drone,MK9 Wasp,Tritanium,363521
Drone,MK9 Wasp,Pyerite,74601
Drone,MK9 Wasp,Mexallon,24054
Drone,MK9 Wasp,Isogen,4908
Drone,MK9 Wasp,Nocxium,1173
Drone,MK9 Wasp,Zydrine,511
Drone,MK9 Wasp,Megacyte,213
Drone,MK9 Wasp,Precious Alloy,7352
Drone,MK9 Wasp,Lucent Compound,7218
Drone,MK9 Wasp,Glossy Compound,7768
Drone,MK9 Wasp,Dark Compound,9329
Drone,MK9 Wasp,Toxic Metals,2215
Drone,MK7 Ogre,MK7 Ogre Blueprint,1
Drone,MK7 Ogre,Tritanium,201465
Drone,MK7 Ogre,Pyerite,52033
Drone,MK7 Ogre,Mexallon,18715
Drone,MK7 Ogre,Isogen,2567
Drone,MK7 Ogre,Nocxium,737
Drone,MK7 Ogre,Zydrine,314
Drone,MK7 Ogre,Lustering Alloy,4801
Drone,MK7 Ogre,Motley Compound,4958
Drone,MK7 Ogre,Crystal Compound,5636
Drone,MK7 Ogre,Base Metals,1561
Drone,MK7 Ogre,Reactive Metals,1326
Drone,MK9 Ogre,MK9 Ogre Blueprint,1
Drone,MK9 Ogre,Tritanium,286990
Drone,MK9 Ogre,Pyerite,90062
Drone,MK9 Ogre,Mexallon,22600
Drone,MK9 Ogre,Isogen,5212
Drone,MK9 Ogre,Nocxium,1147
Drone,MK9 Ogre,Zydrine,446
Drone,MK9 Ogre,Megacyte,257
Drone,MK9 Ogre,Lustering Alloy,7326
Drone,MK9 Ogre,Motley Compound,6940
Drone,MK9 Ogre,Crystal Compound,7871
Drone,MK9 Ogre,Base Metals,2893
Drone,MK9 Ogre,Reactive Metals,2255
Drone,MK7 Berserker,MK7 Berserker Blueprint,1
Drone,MK7 Berserker,Tritanium,184255
Drone,MK7 Berserker,Pyerite,48351
Drone,MK7 Berserker,Mexallon,17540
Drone,MK7 Berserker,Isogen,2924
Drone,MK7 Berserker,Nocxium,968
Drone,MK7 Berserker,Zydrine,265
Drone,MK7 Berserker,Sheen Compound,5120
Drone,MK7 Berserker,Fiber Composite,5192
Drone,MK7 Berserker,Dark Compound,5388
Drone,MK7 Berserker,Heavy Metals,6031
Drone,MK7 Berserker,Toxic Metals,1399
Drone,MK9 Berserker,MK9 Berserker Blueprint,1
Drone,MK9 Berserker,Tritanium,309312
Drone,MK9 Berserker,Pyerite,67643
Drone,MK9 Berserker,Mexallon,29076
Drone,MK9 Berserker,Isogen,4067
Drone,MK9 Berserker,Nocxium,1511
Drone,MK9 Berserker,Zydrine,545
Drone,MK9 Berserker,Megacyte,194
Drone,MK9 Berserker,Sheen Compound,10004
Drone,MK9 Berserker,Fiber Composite,9784
Drone,MK9 Berserker,Dark Compound,7007
Drone,MK9 Berserker,Heavy Metals,8358
Drone,MK9 Berserker,Toxic Metals,1983
Drone,MK7 Curator,MK7 Curator Blueprint,1
Drone,MK7 Curator,Tritanium,237905
Drone,MK7 Curator,Pyerite,71175
Drone,MK7 Curator,Mexallon,23497
Drone,MK7 Curator,Isogen,3395
Drone,MK7 Curator,Nocxium,915
Drone,MK7 Curator,Zydrine,358
Drone,MK7 Curator,Lustering Alloy,7308
Drone,MK7 Curator,Gleaming Alloy,5978
Drone,MK7 Curator,Lucent Compound,6600
Drone,MK7 Curator,Crystal Compound,7210
Drone,MK7 Curator,Noble Metals,5674
Drone,MK9 Curator,MK9 Curator Blueprint,1
Drone,MK9 Curator,Tritanium,434469
Drone,MK9 Curator,Pyerite,107262
Drone,MK9 Curator,Mexallon,28581
Drone,MK9 Curator,Isogen,6748
Drone,MK9 Curator,Nocxium,1857
Drone,MK9 Curator,Zydrine,480
Drone,MK9 Curator,Megacyte,232
Drone,MK9 Curator,Lustering Alloy,8325
Drone,MK9 Curator,Gleaming Alloy,8872
Drone,MK9 Curator,Lucent Compound,12083
Drone,MK9 Curator,Crystal Compound,12821
Drone,MK9 Curator,Noble Metals,9829
Drone,MK7 Warden,MK7 Warden Blueprint,1
Drone,MK7 Warden,Tritanium,269541
Drone,MK7 Warden,Pyerite,57369
Drone,MK7 Warden,Mexallon,18987
Drone,MK7 Warden,Isogen,4099
Drone,MK7 Warden,Nocxium,1148
Drone,MK7 Warden,Zydrine,322
Drone,MK7 Warden,Condensed Alloy,6205
Drone,MK7 Warden,Opulent Compound,7446
Drone,MK7 Warden,Dark Compound,7404
Drone,MK7 Warden,Heavy Metals,6734
Drone,MK7 Warden,Reactive Metals,1702
Drone,MK9 Warden,MK9 Warden Blueprint,1
Drone,MK9 Warden,Tritanium,368701
Drone,MK9 Warden,Pyerite,92284
Drone,MK9 Warden,Mexallon,33041
Drone,MK9 Warden,Isogen,5229
Drone,MK9 Warden,Nocxium,1816
Drone,MK9 Warden,Zydrine,515
Drone,MK9 Warden,Megacyte,350
Drone,MK9 Warden,Condensed Alloy,10443
Drone,MK9 Warden,Opulent Compound,11671
Drone,MK9 Warden,Dark Compound,10078
Drone,MK9 Warden,Heavy Metals,11872
Drone,MK9 Warden,Reactive Metals,2611
Drone,MK7 Guard,MK7 Guard Blueprint,1
Drone,MK7 Guard,Tritanium,278399
Drone,MK7 Guard,Pyerite,65346
Drone,MK7 Guard,Mexallon,20980
Drone,MK7 Guard,Isogen,3599
Drone,MK7 Guard,Nocxium,1070
Drone,MK7 Guard,Zydrine,303
Drone,MK7 Guard,Sheen Compound,6868
Drone,MK7 Guard,Precious Alloy,5585
Drone,MK7 Guard,Glossy Compound,6854
Drone,MK7 Guard,Crystal Compound,5150
Drone,MK7 Guard,Toxic Metals,1924
Drone,MK9 Guard,MK9 Guard Blueprint,1
Drone,MK9 Guard,Tritanium,348771
Drone,MK9 Guard,Pyerite,87936
Drone,MK9 Guard,Mexallon,30398
Drone,MK9 Guard,Isogen,6748
Drone,MK9 Guard,Nocxium,1889
Drone,MK9 Guard,Zydrine,653
Drone,MK9 Guard,Megacyte,243
Drone,MK9 Guard,Sheen Compound,11502
Drone,MK9 Guard,Precious Alloy,6608
Drone,MK9 Guard,Glossy Compound,10153
Drone,MK9 Guard,Crystal Compound,10937
Drone,MK9 Guard,Toxic Metals,2975
Drone,MK7 Bouncer,MK7 Bouncer Blueprint,1
Drone,MK7 Bouncer,Tritanium,258152
Drone,MK7 Bouncer,Pyerite,60437
Drone,MK7 Bouncer,Mexallon,21819
Drone,MK7 Bouncer,Isogen,3728
Drone,MK7 Bouncer,Nocxium,962
Drone,MK7 Bouncer,Zydrine,373
Drone,MK7 Bouncer,Lustering Alloy,6313
Drone,MK7 Bouncer,Motley Compound,6134
Drone,MK7 Bouncer,Dark Compound,6868
Drone,MK7 Bouncer,Base Metals,1661
Drone,MK7 Bouncer,Noble Metals,7730
Drone,MK9 Bouncer,MK9 Bouncer Blueprint,1
Drone,MK9 Bouncer,Tritanium,406568
Drone,MK9 Bouncer,Pyerite,84070
Drone,MK9 Bouncer,Mexallon,30068
Drone,MK9 Bouncer,Isogen,6573
Drone,MK9 Bouncer,Nocxium,1808
Drone,MK9 Bouncer,Zydrine,638
Drone,MK9 Bouncer,Megacyte,246
Drone,MK9 Bouncer,Lustering Alloy,10333
Drone,MK9 Bouncer,Motley Compound,10301
Drone,MK9 Bouncer,Dark Compound,11028
Drone,MK9 Bouncer,Base Metals,2925
Drone,MK9 Bouncer,Noble Metals,9605
Structure,Capsuleer Outpost,Capsuleer Outpost Blueprint,1
Structure,Standard Standup Small Missile Launcher,Standard Standup Small Missile Launcher Blueprint,1
Structure,Standard Standup Small Missile Launcher,Tritanium,1024541
Structure,Standard Standup Small Missile Launcher,Pyerite,212201
Structure,Standard Standup Small Missile Launcher,Mexallon,76200
Structure,Standard Standup Small Missile Launcher,Isogen,12413
Structure,Standard Standup Small Missile Launcher,Nocxium,4137
Structure,Standard Standup Small Missile Launcher,Zydrine,1316
Structure,Standard Standup Small Missile Launcher,Megacyte,580
Structure,Standard Standup Small Missile Launcher,Reactive Gas,52104
Structure,Standard Standup Small Missile Launcher,Supertensile Plastics,31168
Structure,Standard Standup Small Missile Launcher,Coolant,24713
Structure,Standard Standup Small Missile Launcher,Silicate Glass,18751
Structure,Standard Standup Small Missile Launcher,Smartfab Units,28203
Structure,Standard Standup Medium Missile Launcher,Standard Standup Medium Missile Launcher Blueprint,1
Structure,Standard Standup Medium Missile Launcher,Tritanium,906142
Structure,Standard Standup Medium Missile Launcher,Pyerite,235369
Structure,Standard Standup Medium Missile Launcher,Mexallon,73351
Structure,Standard Standup Medium Missile Launcher,Isogen,11865
Structure,Standard Standup Medium Missile Launcher,Nocxium,4163
Structure,Standard Standup Medium Missile Launcher,Zydrine,1159
Structure,Standard Standup Medium Missile Launcher,Megacyte,713
Structure,Standard Standup Medium Missile Launcher,Reactive Gas,42091
Structure,Standard Standup Medium Missile Launcher,Supertensile Plastics,29483
Structure,Standard Standup Medium Missile Launcher,Coolant,24806
Structure,Standard Standup Medium Missile Launcher,Silicate Glass,17248
Structure,Standard Standup Medium Missile Launcher,Smartfab Units,39104
Structure,Standard Standup Large Missile Launcher,Standard Standup Large Missile Launcher Blueprint,1
Structure,Standard Standup Large Missile Launcher,Tritanium,822381
Structure,Standard Standup Large Missile Launcher,Pyerite,205708
Structure,Standard Standup Large Missile Launcher,Mexallon,78306
Structure,Standard Standup Large Missile Launcher,Isogen,11205
Structure,Standard Standup Large Missile Launcher,Nocxium,4263
Structure,Standard Standup Large Missile Launcher,Zydrine,1473
Structure,Standard Standup Large Missile Launcher,Megacyte,741
Structure,Standard Standup Large Missile Launcher,Reactive Gas,54272
Structure,Standard Standup Large Missile Launcher,Supertensile Plastics,21009
Structure,Standard Standup Large Missile Launcher,Coolant,31339
Structure,Standard Standup Large Missile Launcher,Silicate Glass,18174
Structure,Standard Standup Large Missile Launcher,Smartfab Units,30811
Structure,Standard Standup Stasis Webifier,Standard Standup Stasis Webifier Blueprint,1
Structure,Standard Standup Stasis Webifier,Tritanium,1330697
Structure,Standard Standup Stasis Webifier,Pyerite,330588
Structure,Standard Standup Stasis Webifier,Mexallon,114456
Structure,Standard Standup Stasis Webifier,Isogen,18229
Structure,Standard Standup Stasis Webifier,Nocxium,4801
Structure,Standard Standup Stasis Webifier,Zydrine,1558
Structure,Standard Standup Stasis Webifier,Megacyte,1051
Structure,Standard Standup Stasis Webifier,Noble Gas,63237
Structure,Standard Standup Stasis Webifier,Industrial Fibers,21849
Structure,Standard Standup Stasis Webifier,Condensates,52003
Structure,Standard Standup Stasis Webifier,Construction Blocks,51611
Structure,Standard Standup Stasis Webifier,Nanites,17743
Structure,Standard Standup Warp Disruptor,Standard Standup Warp Disruptor Blueprint,1
Structure,Standard Standup Warp Disruptor,Tritanium,1457986
Structure,Standard Standup Warp Disruptor,Pyerite,308901
Structure,Standard Standup Warp Disruptor,Mexallon,93597
Structure,Standard Standup Warp Disruptor,Isogen,17832
Structure,Standard Standup Warp Disruptor,Nocxium,5573
Structure,Standard Standup Warp Disruptor,Zydrine,1819
Structure,Standard Standup Warp Disruptor,Megacyte,747
Structure,Standard Standup Warp Disruptor,Noble Gas,57865
Structure,Standard Standup Warp Disruptor,Polyaramids,47473
Structure,Standard Standup Warp Disruptor,Coolant,50056
Structure,Standard Standup Warp Disruptor,Silicate Glass,34883
Structure,Standard Standup Warp Disruptor,Smartfab Units,49448
Structure,Standard Standup Energy Neutralizer,Standard Standup Energy Neutralizer Blueprint,1
Structure,Standard Standup Energy Neutralizer,Tritanium,1285962
Structure,Standard Standup Energy Neutralizer,Pyerite,349648
Structure,Standard Standup Energy Neutralizer,Mexallon,132053
Structure,Standard Standup Energy Neutralizer,Isogen,17060
Structure,Standard Standup Energy Neutralizer,Nocxium,4895
Structure,Standard Standup Energy Neutralizer,Zydrine,1655
Structure,Standard Standup Energy Neutralizer,Megacyte,931
Structure,Standard Standup Energy Neutralizer,Reactive Gas,77672
Structure,Standard Standup Energy Neutralizer,Supertensile Plastics,45651
Structure,Standard Standup Energy Neutralizer,Condensates,43126
Structure,Standard Standup Energy Neutralizer,Construction Blocks,46720
Structure,Standard Standup Energy Neutralizer,Silicate Glass,37850
Structure,Industry Service Center,Industry Service Center Blueprint,1
Structure,Industry Service Center,Tritanium,4525089
Structure,Industry Service Center,Pyerite,1130710
Structure,Industry Service Center,Mexallon,367419
Structure,Industry Service Center,Isogen,75690
Structure,Industry Service Center,Nocxium,15381
Structure,Industry Service Center,Zydrine,6297
Structure,Industry Service Center,Megacyte,3983
Structure,Industry Service Center,Reactive Gas,274992
Structure,Industry Service Center,Supertensile Plastics,120551
Structure,Industry Service Center,Condensates,136350
Structure,Industry Service Center,Construction Blocks,228392
Structure,Industry Service Center,Silicate Glass,84213
Structure,Structure Construction Parts,Structure Construction Parts Blueprint,1
Structure,Structure Construction Parts,Tritanium,3002023
Structure,Structure Construction Parts,Pyerite,806108
Structure,Structure Construction Parts,Mexallon,330463
Structure,Structure Construction Parts,Isogen,46168
Structure,Structure Construction Parts,Nocxium,13938
Structure,Structure Construction Parts,Zydrine,4869
Structure,Structure Construction Parts,Megacyte,2664
Structure,Structure Construction Parts,Reactive Gas,25057
Structure,Structure Construction Parts,Industrial Fibers,7494
Structure,Structure Construction Parts,Coolant,14894
Structure,Structure Construction Parts,Construction Blocks,19992
Structure,Structure Construction Parts,Silicate Glass,10052
Structure,Structure Hangar Array,Structure Hangar Array Blueprint,1
Structure,Structure Hangar Array,Tritanium,3384698
Structure,Structure Hangar Array,Pyerite,888057
Structure,Structure Hangar Array,Mexallon,254448
Structure,Structure Hangar Array,Isogen,56539
Structure,Structure Hangar Array,Nocxium,11636
Structure,Structure Hangar Array,Zydrine,4664
Structure,Structure Hangar Array,Megacyte,2789
Structure,Structure Hangar Array,Reactive Gas,25931
Structure,Structure Hangar Array,Polyaramids,16787
Structure,Structure Hangar Array,Coolant,15066
Structure,Structure Hangar Array,Construction Blocks,17841
Structure,Structure Hangar Array,Silicate Glass,11406
Structure,Structure Storage Bay,Structure Storage Bay Blueprint,1
Structure,Structure Storage Bay,Tritanium,3137279
Structure,Structure Storage Bay,Pyerite,954954
Structure,Structure Storage Bay,Mexallon,253578
Structure,Structure Storage Bay,Isogen,50145
Structure,Structure Storage Bay,Nocxium,15588
Structure,Structure Storage Bay,Zydrine,5279
Structure,Structure Storage Bay,Megacyte,2076
Structure,Structure Storage Bay,Noble Gas,18533
Structure,Structure Storage Bay,Supertensile Plastics,15027
Structure,Structure Storage Bay,Coolant,17212
Structure,Structure Storage Bay,Nanites,6529
Structure,Structure Storage Bay,Smartfab Units,14664
Structure,Structure Laboratory,Structure Laboratory Blueprint,1
Structure,Structure Laboratory,Tritanium,3813559
Structure,Structure Laboratory,Pyerite,847083
Structure,Structure Laboratory,Mexallon,310154
Structure,Structure Laboratory,Isogen,46017
Structure,Structure Laboratory,Nocxium,13244
Structure,Structure Laboratory,Zydrine,4874
Structure,Structure Laboratory,Megacyte,2233
Structure,Structure Laboratory,Noble Gas,23384
Structure,Structure Laboratory,Industrial Fibers,6677
Structure,Structure Laboratory,Condensates,16095
Structure,Structure Laboratory,Construction Blocks,17298
Structure,Structure Laboratory,Silicate Glass,12939
Structure,Structure Factory,Structure Factory Blueprint,1
Structure,Structure Factory,Tritanium,3740982
Structure,Structure Factory,Pyerite,808617
Structure,Structure Factory,Mexallon,285783
Structure,Structure Factory,Isogen,45715
Structure,Structure Factory,Nocxium,14534
Structure,Structure Factory,Zydrine,4170
Structure,Structure Factory,Megacyte,2754
Structure,Structure Factory,Reactive Gas,22295
Structure,Structure Factory,Industrial Fibers,6718
Structure,Structure Factory,Coolant,16377
Structure,Structure Factory,Construction Blocks,20185
Structure,Structure Factory,Nanites,6110
Structure,Structure Repair Facility,Structure Repair Facility Blueprint,1
Structure,Structure Repair Facility,Tritanium,3371503
Structure,Structure Repair Facility,Pyerite,888893
Structure,Structure Repair Facility,Mexallon,277079
Structure,Structure Repair Facility,Isogen,50548
Structure,Structure Repair Facility,Nocxium,13924
Structure,Structure Repair Facility,Zydrine,4610
Structure,Structure Repair Facility,Megacyte,2515
Structure,Structure Repair Facility,Noble Gas,26353
Structure,Structure Repair Facility,Supertensile Plastics,13935
Structure,Structure Repair Facility,Condensates,12105
Structure,Structure Repair Facility,Silicate Glass,10355
Structure,Structure Repair Facility,Smartfab Units,19442
Structure,Structure Reprocessing Plant,Structure Reprocessing Plant Blueprint,1
Structure,Structure Reprocessing Plant,Tritanium,3572737
Structure,Structure Reprocessing Plant,Pyerite,841229
Structure,Structure Reprocessing Plant,Mexallon,293326
Structure,Structure Reprocessing Plant,Isogen,45715
Structure,Structure Reprocessing Plant,Nocxium,15907
Structure,Structure Reprocessing Plant,Zydrine,4263
Structure,Structure Reprocessing Plant,Megacyte,2425
Structure,Structure Reprocessing Plant,Noble Gas,19466
Structure,Structure Reprocessing Plant,Supertensile Plastics,11768
Structure,Structure Reprocessing Plant,Condensates,14086
Structure,Structure Reprocessing Plant,Nanites,6700
Structure,Structure Reprocessing Plant,Smartfab Units,21596
Structure,Structure Docking Bay,Structure Docking Bay Blueprint,1
Structure,Structure Docking Bay,Tritanium,3434182
Structure,Structure Docking Bay,Pyerite,906454
Structure,Structure Docking Bay,Mexallon,316537
Structure,Structure Docking Bay,Isogen,54022
Structure,Structure Docking Bay,Nocxium,13383
Structure,Structure Docking Bay,Zydrine,5035
Structure,Structure Docking Bay,Megacyte,1785
Structure,Structure Docking Bay,Noble Gas,24256
Structure,Structure Docking Bay,Industrial Fibers,6087
Structure,Structure Docking Bay,Coolant,17566
Structure,Structure Docking Bay,Construction Blocks,20100
Structure,Structure Docking Bay,Nanites,5417
Structure,Structure Market Network,Structure Market Network Blueprint,1
Structure,Structure Market Network,Tritanium,2751305
Structure,Structure Market Network,Pyerite,806108
Structure,Structure Market Network,Mexallon,301740
Structure,Structure Market Network,Isogen,51152
Structure,Structure Market Network,Nocxium,16059
Structure,Structure Market Network,Zydrine,5846
Structure,Structure Market Network,Megacyte,1974
Structure,Structure Market Network,Reactive Gas,32054
Structure,Structure Market Network,Polyaramids,12739
Structure,Structure Market Network,Condensates,14912
Structure,Structure Market Network,Construction Blocks,23652
Structure,Structure Market Network,Silicate Glass,9308
Structure,Structure Medical Center,Structure Medical Center Blueprint,1
Structure,Structure Medical Center,Tritanium,3394595
Structure,Structure Medical Center,Pyerite,859626
Structure,Structure Medical Center,Mexallon,278239
Structure,Structure Medical Center,Isogen,46319
Structure,Structure Medical Center,Nocxium,11871
Structure,Structure Medical Center,Zydrine,5333
Structure,Structure Medical Center,Megacyte,2784
Structure,Structure Medical Center,Reactive Gas,28118
Structure,Structure Medical Center,Supertensile Plastics,12305
Structure,Structure Medical Center,Condensates,14329
Structure,Structure Medical Center,Construction Blocks,20514
Structure,Structure Medical Center,Nanites,6784
Structure,Structure Office Center,Structure Office Center Blueprint,1
Structure,Structure Office Center,Tritanium,3503460
Structure,Structure Office Center,Pyerite,720815
Structure,Structure Office Center,Mexallon,288684
Structure,Structure Office Center,Isogen,50850
Structure,Structure Office Center,Nocxium,11927
Structure,Structure Office Center,Zydrine,4971
Structure,Structure Office Center,Megacyte,2976
Structure,Structure Office Center,Reactive Gas,25178
Structure,Structure Office Center,Industrial Fibers,4994
Structure,Structure Office Center,Condensates,15760
Structure,Structure Office Center,Nanites,6710
Structure,Structure Office Center,Smartfab Units,17801
Structure,Structure Mission Network,Structure Mission Network Blueprint,1
Structure,Structure Mission Network,Tritanium,3252741
Structure,Structure Mission Network,Pyerite,924850
Structure,Structure Mission Network,Mexallon,256769
Structure,Structure Mission Network,Isogen,49440
Structure,Structure Mission Network,Nocxium,13674
Structure,Structure Mission Network,Zydrine,5025
Structure,Structure Mission Network,Megacyte,2560
Structure,Structure Mission Network,Reactive Gas,23583
Structure,Structure Mission Network,Polyaramids,14191
Structure,Structure Mission Network,Coolant,18426
Structure,Structure Mission Network,Silicate Glass,10302
Structure,Structure Mission Network,Smartfab Units,15798
Structure,Structure Electromagnetic Sensor,Structure Electromagnetic Sensor Blueprint,1
Structure,Structure Electromagnetic Sensor,Tritanium,3447378
Structure,Structure Electromagnetic Sensor,Pyerite,769315
Structure,Structure Electromagnetic Sensor,Mexallon,254448
Structure,Structure Electromagnetic Sensor,Isogen,49642
Structure,Structure Electromagnetic Sensor,Nocxium,15352
Structure,Structure Electromagnetic Sensor,Zydrine,4967
Structure,Structure Electromagnetic Sensor,Megacyte,2615
Structure,Structure Electromagnetic Sensor,Noble Gas,17668
Structure,Structure Electromagnetic Sensor,Polyaramids,18583
Structure,Structure Electromagnetic Sensor,Condensates,15900
Structure,Structure Electromagnetic Sensor,Silicate Glass,11733
Structure,Structure Electromagnetic Sensor,Smartfab Units,16095
Structure,Structure Acceleration Coils,Structure Acceleration Coils Blueprint,1
Structure,Structure Acceleration Coils,Tritanium,2546771
Structure,Structure Acceleration Coils,Pyerite,801091
Structure,Structure Acceleration Coils,Mexallon,319148
Structure,Structure Acceleration Coils,Isogen,56740
Structure,Structure Acceleration Coils,Nocxium,12717
Structure,Structure Acceleration Coils,Zydrine,5348
